Año,Clave_Ent,Entidad,Bien jurídico afectado,Tipo de delito,Subtipo de delito,Modalidad,Sexo,Rango de edad,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,Mujer,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,Mujer,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,Mujer,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,Mujer,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,Mujer,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,Mujer,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Mujer,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,Mujer,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,Mujer,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,Mujer,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,Libertad personal,Secuestro,Secuestro,Secuestro exprés,Mujer,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,Mujer,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,Mujer,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,Libertad personal,Rapto,Rapto,Rapto,Mujer,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,El patrimonio,Extorsión,Extorsión,Extorsión,Mujer,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,Mujer,Menores de edad (0-17),0,0,0,0,0,0,0,3,0,1,0,0
2015,1,Aguascalientes,La sociedad,Trata de personas,Trata de personas,Trata de personas,Mujer,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Mujer,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Mujer,Adultos (18 y más),0,0,0,0,1,0,1,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Mujer,Adultos (18 y más),0,0,0,0,0,1,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Mujer,Adultos (18 y más),0,0,1,0,0,1,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Mujer,Adultos (18 y más),0,0,0,0,1,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Mujer,Adultos (18 y más),2,4,3,12,1,0,1,2,7,2,1,2
2015,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,1,0
2015,1,Aguascalientes,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,Libertad personal,Secuestro,Secuestro,Secuestro exprés,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,Libertad personal,Rapto,Rapto,Rapto,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,El patrimonio,Extorsión,Extorsión,Extorsión,Mujer,Adultos (18 y más),1,1,0,2,3,2,0,0,0,1,1,0
2015,1,Aguascalientes,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La sociedad,Trata de personas,Trata de personas,Trata de personas,Mujer,Adultos (18 y más),0,0,0,0,0,0,1,0,0,0,0,0
2015,1,Aguascalientes,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Mujer,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Mujer,No especificado,0,0,0,0,0,0,0,0,1,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,Libertad personal,Secuestro,Secuestro,Secuestro exprés,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,Libertad personal,Rapto,Rapto,Rapto,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,El patrimonio,Extorsión,Extorsión,Extorsión,Mujer,No especificado,0,0,0,0,0,0,0,0,0,1,0,0
2015,1,Aguascalientes,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,Mujer,No especificado,0,0,0,0,0,7,0,0,0,0,0,1
2015,1,Aguascalientes,La sociedad,Trata de personas,Trata de personas,Trata de personas,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Mujer,No especificado,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Hombre,Menores de edad (0-17),0,3,2,1,0,3,3,1,1,3,1,1
2015,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Hombre,Menores de edad (0-17),0,0,0,0,0,1,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Hombre,Menores de edad (0-17),0,1,0,2,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,1,0,0,0,0
2015,1,Aguascalientes,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,Libertad personal,Secuestro,Secuestro,Secuestro exprés,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,Libertad personal,Rapto,Rapto,Rapto,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,El patrimonio,Extorsión,Extorsión,Extorsión,Hombre,Menores de edad (0-17),0,0,0,1,0,0,0,0,0,1,0,0
2015,1,Aguascalientes,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La sociedad,Trata de personas,Trata de personas,Trata de personas,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Hombre,Menores de edad (0-17),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Hombre,Adultos (18 y más),3,0,2,1,0,1,2,1,2,2,3,1
2015,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Hombre,Adultos (18 y más),2,1,0,0,0,0,0,1,0,0,0,1
2015,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Hombre,Adultos (18 y más),0,0,1,2,2,1,0,0,2,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Hombre,Adultos (18 y más),2,0,0,1,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Hombre,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Hombre,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Hombre,Adultos (18 y más),13,11,7,0,10,6,12,8,14,12,5,11
2015,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Hombre,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,1
2015,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Hombre,Adultos (18 y más),2,1,0,1,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,Hombre,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,Hombre,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,Hombre,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,Hombre,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,Hombre,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,Hombre,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,Hombre,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,Hombre,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,Hombre,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Hombre,Adultos (18 y más),0,0,0,0,0,0,0,0,0,0,0,0
2015,1,Aguascalientes,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,Hombre,Adultos (18 y más),0,0,0,0,0,0,0,0,0,1,0,0
